Epoch,Batch,Loss
22,1,0.6361839771270752
22,2,0.5275330543518066
22,3,0.43553635478019714
22,4,0.4531218409538269
22,5,0.6159074306488037
22,6,0.49265360832214355
22,7,0.47554683685302734
22,8,0.4817505478858948
22,9,0.38741445541381836
22,10,0.5164474248886108
22,11,0.5793874263763428
22,12,0.3055517375469208
22,13,0.5639203786849976
22,14,0.346636027097702
22,15,0.43129125237464905
22,16,0.4382151663303375
22,17,0.41129884123802185
22,18,0.6474344730377197
22,19,0.3742836117744446
22,20,0.39762744307518005
22,21,0.476213276386261
22,22,0.42881566286087036
22,23,0.694928765296936
22,24,0.5838334560394287
22,25,0.3943217992782593
22,26,0.6124359965324402
22,27,0.48131129145622253
22,28,0.3941712975502014
22,29,0.4821107089519501
22,30,0.41553494334220886
22,31,0.45399922132492065
22,32,0.3701973557472229
22,33,0.41716161370277405
22,34,0.3963618278503418
22,35,0.49096620082855225
22,36,0.7105069160461426
22,37,0.41681739687919617
22,38,0.6234654188156128
22,39,0.37560150027275085
22,40,0.5008304119110107
22,41,0.47670871019363403
22,42,0.3824426531791687
22,43,0.4126511216163635
22,44,0.5820630788803101
22,45,0.49613869190216064
22,46,0.5219230055809021
22,47,0.2957906126976013
22,48,0.4528922140598297
22,49,0.5752253532409668
22,50,0.4194568991661072
22,51,0.4824424982070923
22,52,0.5880231857299805
22,53,0.33611971139907837
22,54,0.38790401816368103
22,55,0.5212864875793457
22,56,0.48901495337486267
22,57,0.6202955842018127
22,58,0.4220319986343384
22,59,0.39522993564605713
22,60,0.39007818698883057
22,61,0.3091369867324829
22,62,0.43364593386650085
22,63,0.26525455713272095
22,64,0.4489242732524872
22,65,0.4100494086742401
22,66,0.7384883165359497
22,67,0.4241451621055603
22,68,0.5316680073738098
22,69,0.42967408895492554
22,70,0.4793738126754761
22,71,0.5612367391586304
22,72,0.4967917799949646
22,73,0.41376304626464844
22,74,0.5597469806671143
22,75,0.3683803677558899
22,76,0.39982593059539795
22,77,0.4061662256717682
22,78,0.3511357307434082
22,79,0.3456494212150574
22,80,0.5767732858657837
22,81,0.5722507238388062
22,82,0.27323317527770996
22,83,0.592667818069458
22,84,0.5454481840133667
22,85,0.5626417398452759
22,86,0.514586865901947
22,87,0.3994755148887634
22,88,0.6128470301628113
22,89,0.5753524899482727
22,90,0.3876376152038574
22,91,0.41847217082977295
22,92,0.6086929440498352
22,93,0.2595479488372803
22,94,0.3293715715408325
22,95,0.923319935798645
22,96,0.6047953963279724
22,97,0.47324585914611816
22,98,0.4309850335121155
22,99,0.3533374071121216
22,100,0.42129722237586975
22,101,0.5935938358306885
22,102,0.5036051273345947
22,103,0.40137287974357605
22,104,0.6052284836769104
22,105,0.5157649517059326
22,106,0.3664077818393707
22,107,0.43820521235466003
22,108,0.793437123298645
22,109,0.42533883452415466
22,110,0.44864389300346375
22,111,0.3769160509109497
22,112,0.6201203465461731
22,113,0.48757654428482056
22,114,0.5350508689880371
22,115,0.5013110637664795
22,116,0.433925598859787
22,117,0.40589439868927
22,118,0.5000385642051697
22,119,0.6029931306838989
22,120,0.6373493671417236
22,121,0.38164740800857544
22,122,0.6299657225608826
22,123,0.7545411586761475
22,124,0.35649797320365906
22,125,0.5733358860015869
22,126,0.6887855529785156
22,127,0.45834416151046753
22,128,0.6841707229614258
22,129,0.47272899746894836
22,130,0.38272857666015625
22,131,0.5983315110206604
22,132,0.37267470359802246
22,133,0.5167841911315918
22,134,0.6002024412155151
22,135,0.5504971742630005
22,136,0.5445606708526611
22,137,0.5261972546577454
22,138,0.5482403039932251
22,139,0.36826714873313904
22,140,0.41144055128097534
22,141,0.591802179813385
22,142,0.6744899749755859
22,143,0.39315131306648254
22,144,0.4436728358268738
22,145,0.5789571404457092
22,146,0.6536000370979309
22,147,0.5972881317138672
22,148,0.4843292236328125
22,149,0.3628150224685669
22,150,0.40880757570266724
22,151,0.5989064574241638
22,152,0.4591628313064575
22,153,0.39660030603408813
22,154,0.4861585795879364
22,155,0.318987101316452
22,156,0.5352514982223511
22,157,0.558837354183197
22,158,0.4270080327987671
22,159,0.5259038209915161
22,160,0.6150393486022949
22,161,0.49147236347198486
22,162,0.4921896457672119
22,163,0.5026034116744995
22,164,0.2934703230857849
22,165,0.6210061311721802
22,166,0.614562451839447
22,167,0.4898049235343933
22,168,0.5997093319892883
22,169,0.6148828268051147
22,170,0.606131374835968
22,171,0.5627279281616211
22,172,0.47190240025520325
22,173,0.6766589283943176
22,174,0.4667961895465851
22,175,0.5923460721969604
22,176,0.5226588249206543
22,177,0.4272649586200714
22,178,0.32899579405784607
22,179,0.532299280166626
22,180,0.4787491261959076
22,181,0.5870038270950317
22,182,0.42288461327552795
22,183,0.35781407356262207
22,184,0.46986788511276245
22,185,0.423569917678833
22,186,0.6644186973571777
22,187,0.48811691999435425
22,188,0.5270072817802429
22,189,0.6007764339447021
22,190,0.2839941680431366
22,191,0.47479674220085144
22,192,0.3934199810028076
22,193,0.5856785774230957
22,194,0.5446568727493286
22,195,0.534726083278656
22,196,0.5375500917434692
22,197,0.5200052261352539
22,198,0.3995480239391327
22,199,0.4291221797466278
22,200,0.5080485343933105
22,201,0.7231998443603516
22,202,0.5581968426704407
22,203,0.3282284438610077
22,204,0.3138662576675415
22,205,0.3719116449356079
22,206,0.4030224680900574
22,207,0.5108731389045715
22,208,0.47339266538619995
22,209,0.4456164836883545
22,210,0.4393085539340973
22,211,0.6528846025466919
22,212,0.4980502426624298
22,213,0.5254183411598206
22,214,0.4061059057712555
22,215,0.6284670829772949
22,216,0.637768030166626
22,217,0.47897273302078247
22,218,0.576170027256012
22,219,0.3761559724807739
22,220,0.3912131190299988
22,221,0.5663371086120605
22,222,0.5567574501037598
22,223,0.5602682828903198
22,224,0.5099192261695862
22,225,0.8469089269638062
22,226,0.5578071475028992
22,227,0.4683689475059509
22,228,0.39011281728744507
22,229,0.742018461227417
22,230,0.4695759415626526
22,231,0.5188672542572021
22,232,0.4281689524650574
22,233,0.5037071704864502
22,234,0.4167419970035553
22,235,0.74642413854599
22,236,0.49173855781555176
22,237,0.35364997386932373
22,238,0.5470094680786133
22,239,0.46648627519607544
22,240,0.3640134930610657
22,241,0.6311290264129639
22,242,0.4809850752353668
22,243,0.3749137818813324
22,244,0.41101646423339844
22,245,0.422355055809021
22,246,0.42624199390411377
22,247,0.3922688066959381
22,248,0.5660210251808167
22,249,0.563124418258667
22,250,0.48170217871665955
22,251,0.3027417063713074
22,252,0.6317344307899475
22,253,0.718028724193573
22,254,0.49115878343582153
22,255,0.5815098881721497
22,256,0.5337834358215332
22,257,0.5587165355682373
22,258,0.4909858703613281
22,259,0.6140345335006714
22,260,0.6376000642776489
22,261,0.4339524805545807
22,262,0.7693860530853271
22,263,0.4362465739250183
22,264,0.6905496120452881
22,265,0.5949791669845581
22,266,0.43359801173210144
22,267,0.5245004892349243
22,268,0.6870719194412231
22,269,0.4632362723350525
22,270,0.626296877861023
22,271,0.6249718070030212
22,272,0.5213290452957153
22,273,0.456595778465271
22,274,0.548618495464325
22,275,0.51197350025177
22,276,0.3788756728172302
22,277,0.8095202445983887
22,278,0.30333220958709717
22,279,0.49233579635620117
22,280,0.4693760871887207
22,281,0.6719471216201782
22,282,0.372059166431427
22,283,0.617644727230072
22,284,0.6507185697555542
22,285,0.4581347107887268
22,286,0.5383832454681396
22,287,0.6207042336463928
22,288,0.4545277953147888
22,289,0.49597346782684326
22,290,0.32303011417388916
22,291,0.6086322069168091
22,292,0.5537167191505432
22,293,0.45486176013946533
22,294,0.5219309329986572
22,295,0.4386240541934967
22,296,0.40329164266586304
22,297,0.49248385429382324
22,298,0.7079887986183167
22,299,0.54786217212677
22,300,0.6651853322982788
22,301,0.3787863850593567
22,302,0.5219491720199585
22,303,0.582361102104187
22,304,0.48855066299438477
22,305,0.43027204275131226
22,306,0.46361956000328064
22,307,0.49405670166015625
22,308,0.41833990812301636
22,309,0.8022439479827881
22,310,0.32045039534568787
22,311,0.6396389007568359
22,312,0.29439008235931396
22,313,0.46690189838409424
22,314,0.5034172534942627
22,315,0.4485069513320923
22,316,0.7364169359207153
22,317,0.4804847538471222
22,318,0.7605928182601929
22,319,0.521894097328186
22,320,0.5598981380462646
22,321,0.8881771564483643
22,322,0.505473256111145
22,323,0.44482627511024475
22,324,0.3053417205810547
22,325,0.5222036838531494
22,326,0.46649599075317383
22,327,0.5445969700813293
22,328,0.6355280876159668
22,329,0.36571627855300903
22,330,0.5391656160354614
22,331,0.5966698527336121
22,332,0.46036437153816223
22,333,0.5029029846191406
22,334,0.3006404936313629
22,335,0.39497995376586914
22,336,0.5417143106460571
22,337,0.4849051535129547
22,338,0.47406312823295593
22,339,0.44876474142074585
22,340,0.5994189381599426
22,341,0.6279609203338623
22,342,0.7019994854927063
22,343,0.6516644954681396
22,344,0.6411412954330444
22,345,0.4829752743244171
22,346,0.48139312863349915
22,347,0.5303288698196411
22,348,0.7718374729156494
22,349,0.47840505838394165
22,350,0.6074792146682739
22,351,0.540224552154541
22,352,0.40346574783325195
22,353,0.32344967126846313
22,354,0.5265012979507446
22,355,0.8198162317276001
22,356,0.3975217044353485
22,357,0.4598671793937683
22,358,0.45057958364486694
22,359,0.41089367866516113
22,360,0.5021045804023743
22,361,0.5228862166404724
22,362,0.6148697733879089
22,363,0.5871527791023254
22,364,0.4440736472606659
22,365,0.5620553493499756
22,366,0.6031096577644348
22,367,0.7083280086517334
22,368,0.7024670839309692
22,369,0.4875366687774658
22,370,0.4171401262283325
22,371,0.349946528673172
22,372,0.5857524275779724
22,373,0.48581504821777344
22,374,0.44983339309692383
22,375,0.4073028266429901
22,376,0.42350777983665466
22,377,0.43107834458351135
22,378,0.4389052987098694
22,379,0.4352087378501892
22,380,0.6335005760192871
22,381,0.34434762597084045
22,382,0.6086351275444031
22,383,0.47284621000289917
22,384,0.3957478404045105
22,385,0.5493113994598389
22,386,0.5539053678512573
22,387,0.4475691318511963
22,388,0.7829457521438599
22,389,0.48261088132858276
22,390,0.4806137681007385
22,391,0.3988579213619232
22,392,0.39177948236465454
22,393,0.45564916729927063
22,394,0.5466835498809814
22,395,0.498228520154953
22,396,0.9734514951705933
22,397,0.4979284405708313
22,398,0.5678707957267761
22,399,0.5295338034629822
22,400,0.46943873167037964
22,401,0.5949044227600098
22,402,0.4976898431777954
22,403,0.5105578899383545
22,404,0.6955539584159851
22,405,0.5256285667419434
22,406,0.47673308849334717
22,407,0.6708217263221741
22,408,0.458307683467865
22,409,0.7832766771316528
22,410,0.4801713824272156
22,411,0.5709133148193359
22,412,0.5484949946403503
22,413,0.5022281408309937
22,414,0.4223783612251282
22,415,0.43130093812942505
22,416,0.2887130379676819
22,417,0.5578582286834717
22,418,0.7576500177383423
22,419,0.5188976526260376
22,420,0.6281154155731201
22,421,0.6009507775306702
22,422,0.4527558982372284
22,423,0.620853066444397
22,424,0.6144362688064575
22,425,0.40598469972610474
22,426,0.6368578672409058
22,427,0.47086068987846375
22,428,0.5017936825752258
22,429,0.5742049217224121
22,430,0.3741404414176941
22,431,0.5118516087532043
22,432,0.4805668890476227
22,433,0.4164150357246399
22,434,0.403031587600708
22,435,0.5947445034980774
22,436,0.5683351755142212
22,437,0.5668901205062866
22,438,0.6342924237251282
22,439,0.5826236009597778
22,440,0.5437058806419373
22,441,0.5292215943336487
22,442,0.39725393056869507
22,443,0.44343602657318115
22,444,0.6084959506988525
22,445,0.6571493148803711
22,446,0.5771023631095886
22,447,0.564429759979248
22,448,0.4561966359615326
22,449,0.49253159761428833
22,450,0.6337251663208008
22,451,0.5851988792419434
22,452,0.6319015622138977
22,453,0.41811949014663696
22,454,0.5239686965942383
22,455,0.4238899350166321
22,456,0.5165830850601196
22,457,0.3837238550186157
22,458,0.7316082715988159
22,459,0.4028457999229431
22,460,0.48400628566741943
22,461,0.7280120849609375
22,462,0.5421832203865051
22,463,0.48518070578575134
22,464,0.5121151208877563
22,465,0.578874945640564
22,466,0.5663989782333374
22,467,1.0736048221588135
22,468,0.3566550016403198
22,469,0.6200250387191772
22,470,0.41411662101745605
22,471,0.4852202832698822
22,472,0.4594819247722626
22,473,0.7548912763595581
22,474,0.4983309209346771
22,475,0.5539727807044983
22,476,0.38749200105667114
22,477,0.523262619972229
22,478,0.4622768759727478
22,479,0.6258467435836792
22,480,0.38207346200942993
22,481,0.4298855662345886
22,482,0.5488296747207642
